avg_2019,avg_2018,avg_2017,avg_2016,avg_2015,avg_2014,avg_2013,avg_2012,avg_2011,avg_2010
4.794893617021276,4.7893085106383,4.79382978723404,4.822393617021274,4.834414893617025,4.86005319148936,4.889946808510638,4.963191489361703,4.91122340425532,4.88526595744681
